"code_hex","spec_name","table31_write","table31_read","table31_data_bytes","gui_status","gui_name","gui_preferred_protocol","gui_decode_format","bridge_transport_status","device_model_status","device_model_name","device_model_note","product_binding_status","validation_status","notes"
"0x7B","STATUS_IOUT","Write Byte","Read Byte","1","Preset","STATUS_IOUT","ReadByte","RawByte","TransportReady","Implemented","STATUS_IOUT","Status shadow","ImplementedBehavior","Documented","IOUT/POUT warning/fault bits"
"0x7C","STATUS_INPUT","Write Byte","Read Byte","1","Preset","STATUS_INPUT","ReadByte","RawByte","TransportReady","Implemented","STATUS_INPUT","Status shadow","ImplementedBehavior","Documented","VIN/IIN/PIN warning/fault bits"
"0x7D","STATUS_TEMPERATURE","Write Byte","Read Byte","1","Preset","STATUS_TEMPERATURE","ReadByte","RawByte","TransportReady","Implemented","STATUS_TEMPERATURE","Status shadow","ImplementedBehavior","Documented","OT/UT warning/fault bits"
"0x7E","STATUS_CML","Write Byte","Read Byte","1","Preset","STATUS_CML","ReadByte","RawByte","TransportReady","Implemented","STATUS_CML","Status shadow","ImplementedBehavior","Documented","Communication/memory/logic fault bits"
"0x7F","STATUS_OTHER","Write Byte","Read Byte","1","Preset","STATUS_OTHER","ReadByte","RawByte","TransportReady","Implemented","STATUS_OTHER","Status shadow","ImplementedBehavior","Documented","ORing/fuse/alert-origin fault bits"
"0x80","STATUS_MFR_SPECIFIC","Write Byte","Read Byte","1","Preset","STATUS_MFR_SPECIFIC","ReadByte","RawByte","TransportReady","Implemented","STATUS_MFR_SPECIFIC","Status shadow","ImplementedBehavior","Documented","Manufacturer-specific fault summary byte"
"0x81","STATUS_FANS_1_2","Write Byte","Read Byte","1","Preset","STATUS_FANS_1_2","ReadByte","RawByte","TransportReady","Implemented","STATUS_FANS_1_2","Status shadow","ImplementedBehavior","Documented","Fan warning/fault bits"
"0x82","STATUS_FANS_3_4","Write Byte","Read Byte","1","Preset","STATUS_FANS_3_4","ReadByte","RawByte","TransportReady","Implemented","STATUS_FANS_3_4","Status shadow","HostVisibleShadowOrPlaceholder","HostVisibleOnly","Fixed zero placeholder for fan 3/4 not-present. TODO: bind if product has fan 3/4"
"0x83","READ_KWH_IN","N/A","Read 32","4","Preset","READ_KWH_IN","Read32","RawDword","TransportReady","Implemented","READ_KWH_IN","Telemetry shadow","HostVisibleShadowOrPlaceholder","HostVisibleOnly","Fixed zero 32-bit placeholder. TODO: bind to input energy accumulator"
"0x84","READ_KWH_OUT","N/A","Read 32","4","Preset","READ_KWH_OUT","Read32","RawDword","TransportReady","Implemented","READ_KWH_OUT","Telemetry shadow","HostVisibleShadowOrPlaceholder","HostVisibleOnly","Fixed zero 32-bit placeholder. TODO: bind to output energy accumulator"
"0x85","READ_KWH_CONFIG","Write Word","Read Word","2","Preset","READ_KWH_CONFIG","ReadWord","RawWord","TransportReady","Implemented","READ_KWH_CONFIG","Telemetry shadow","HostVisibleShadowOrPlaceholder","HostVisibleOnly","Fixed zero configuration placeholder. TODO: define energy counter rollover/persistence policy"
"0x86","READ_EIN","N/A","Block Read","5","Preset","READ_EIN","BlockRead","RawBlock","TransportReady","Implemented","READ_EIN","Telemetry shadow","ImplementedBehavior","Documented","6-byte energy/sample-count payload"
"0x87","READ_EOUT","N/A","Block Read","5","Preset","READ_EOUT","BlockRead","RawBlock","TransportReady","Implemented","READ_EOUT","Telemetry shadow","ImplementedBehavior","Documented","6-byte energy/sample-count payload"
"0x88","READ_VIN","N/A","Read Word","2","Preset","READ_VIN","ReadWord","Linear11","TransportReady","Implemented","READ_VIN","Telemetry shadow","ImplementedBehavior","Documented","LINEAR11 encoded VIN"
"0x89","READ_IIN","N/A","Read Word","2","Preset","READ_IIN","ReadWord","Linear11","TransportReady","Implemented","READ_IIN","Telemetry shadow","ImplementedBehavior","Documented","LINEAR11 encoded IIN"
"0x8A","READ_VCAP","N/A","Read Word","2","Preset","READ_VCAP","ReadWord","Linear11","TransportReady","Implemented","READ_VCAP","Telemetry shadow","HostVisibleShadowOrPlaceholder","HostVisibleOnly","Mirrors VIN placeholder. TODO: bind to hold-up/bulk capacitor measurement if available"
"0x8B","READ_VOUT","N/A","Read Word","2","Preset","READ_VOUT","ReadWord","Linear16Vout","TransportReady","Implemented","READ_VOUT","Telemetry shadow","ImplementedBehavior","Documented","ULINEAR16 encoded VOUT"
"0x8C","READ_IOUT","N/A","Read Word","2","Preset","READ_IOUT","ReadWord","Linear11","TransportReady","Implemented","READ_IOUT","Telemetry shadow","ImplementedBehavior","Documented","LINEAR11 encoded IOUT"
"0x8D","READ_TEMPERATURE_1","N/A","Read Word","2","Preset","READ_TEMPERATURE_1","ReadWord","Linear11","TransportReady","Implemented","READ_TEMPERATURE_1","Telemetry shadow","ImplementedBehavior","Documented","LINEAR11 encoded temperature 1"
"0x8E","READ_TEMPERATURE_2","N/A","Read Word","2","Preset","READ_TEMPERATURE_2","ReadWord","Linear11","TransportReady","Implemented","READ_TEMPERATURE_2","Telemetry shadow","ImplementedBehavior","Documented","LINEAR11 encoded temperature 2"
"0x8F","READ_TEMPERATURE_3","N/A","Read Word","2","Preset","READ_TEMPERATURE_3","ReadWord","Linear11","TransportReady","Implemented","READ_TEMPERATURE_3","Telemetry shadow","ImplementedBehavior","Documented","LINEAR11 encoded temperature 3"
"0x90","READ_FAN_SPEED_1","N/A","Read Word","2","Preset","READ_FAN_SPEED_1","ReadWord","RawWord","TransportReady","Implemented","READ_FAN_SPEED_1","Telemetry shadow","ImplementedBehavior","Documented","LINEAR11 encoded fan 1 RPM"
"0x91","READ_FAN_SPEED_2","N/A","Read Word","2","Preset","READ_FAN_SPEED_2","ReadWord","RawWord","TransportReady","Implemented","READ_FAN_SPEED_2","Telemetry shadow","ImplementedBehavior","Documented","LINEAR11 encoded fan 2 RPM"
"0x92","READ_FAN_SPEED_3","N/A","Read Word","2","Preset","READ_FAN_SPEED_3","ReadWord","RawWord","TransportReady","Implemented","READ_FAN_SPEED_3","Telemetry shadow","HostVisibleShadowOrPlaceholder","HostVisibleOnly","Fixed zero placeholder. TODO: bind if product has fan 3"
"0x93","READ_FAN_SPEED_4","N/A","Read Word","2","Preset","READ_FAN_SPEED_4","ReadWord","RawWord","TransportReady","Implemented","READ_FAN_SPEED_4","Telemetry shadow","HostVisibleShadowOrPlaceholder","HostVisibleOnly","Fixed zero placeholder. TODO: bind if product has fan 4"
"0x94","READ_DUTY_CYCLE","N/A","Read Word","2","Preset","READ_DUTY_CYCLE","ReadWord","Linear11","TransportReady","Implemented","READ_DUTY_CYCLE","Telemetry shadow","HostVisibleShadowOrPlaceholder","HostVisibleOnly","Fixed zero placeholder. TODO: bind to PWM/control-loop duty reporting"
"0x95","READ_FREQUENCY","N/A","Read Word","2","Preset","READ_FREQUENCY","ReadWord","Linear11","TransportReady","Implemented","READ_FREQUENCY","Telemetry shadow","HostVisibleShadowOrPlaceholder","HostVisibleOnly","Mirrors FREQUENCY_SWITCH shadow. TODO: bind to real switching-frequency telemetry"
"0x96","READ_POUT","N/A","Read Word","2","Preset","READ_POUT","ReadWord","Linear11","TransportReady","Implemented","READ_POUT","Telemetry shadow","ImplementedBehavior","Documented","LINEAR11 encoded output power"
"0x97","READ_PIN","N/A","Read Word","2","Preset","READ_PIN","ReadWord","Linear11","TransportReady","Implemented","READ_PIN","Telemetry shadow","ImplementedBehavior","Documented","LINEAR11 encoded input power"
"0x98","PMBUS_REVISION","N/A","Read Byte","1","Preset","PMBUS_REVISION","ReadByte","PmbusRevision","TransportReady","Implemented","PMBUS_REVISION","Config shadow","ImplementedBehavior","Documented","Fixed 0x33 for PMBus 1.3"
"0x99","MFR_ID","Block Write","Block Read","Variable","Preset","MFR_ID","BlockRead","BlockAscii","TransportReady","Implemented","MFR_ID","Vendor shadow","ImplementedBehavior","Documented","ASCII block string"
"0x9A","MFR_MODEL","Block Write","Block Read","Variable","Preset","MFR_MODEL","BlockRead","BlockAscii","TransportReady","Implemented","MFR_MODEL","Vendor shadow","ImplementedBehavior","Documented","ASCII block string"
"0x9B","MFR_REVISION","Block Write","Block Read","Variable","Preset","MFR_REVISION","BlockRead","BlockAscii","TransportReady","Implemented","MFR_REVISION","Vendor shadow","ImplementedBehavior","Documented","ASCII block string"
"0x9C","MFR_LOCATION","Block Write","Block Read","Variable","Preset","MFR_LOCATION","BlockRead","BlockAscii","TransportReady","Implemented","MFR_LOCATION","Vendor shadow","HostVisibleShadowOrPlaceholder","HostVisibleOnly","ASCII placeholder. TODO: bind to manufacturing/site data"
"0x9D","MFR_DATE","Block Write","Block Read","Variable","Preset","MFR_DATE","BlockRead","BlockAscii","TransportReady","Implemented","MFR_DATE","Vendor shadow","HostVisibleShadowOrPlaceholder","HostVisibleOnly","ASCII placeholder. TODO: bind to manufacturing date data"
"0x9E","MFR_SERIAL","Block Write","Block Read","Variable","Preset","MFR_SERIAL","BlockRead","BlockAscii","TransportReady","Implemented","MFR_SERIAL","Vendor shadow","ImplementedBehavior","Documented","ASCII block string"
"0x9F","APP_PROFILE_SUPPORT","N/A","Block Read","Variable","Preset","APP_PROFILE_SUPPORT","BlockRead","AppProfileSupport","TransportReady","Implemented","APP_PROFILE_SUPPORT","Vendor shadow","HostVisibleShadowOrPlaceholder","HostVisibleOnly","Fixed Server AC-DC profile placeholder. TODO: publish only product-validated profiles"
"0xA0","MFR_VIN_MIN","N/A","Read Word","2","Preset","MFR_VIN_MIN","ReadWord","Linear11","TransportReady","Implemented","MFR_VIN_MIN","Vendor shadow","HostVisibleShadowOrPlaceholder","HostVisibleOnly","Mirrors VIN-on threshold placeholder. TODO: bind to SKU rating"
"0xA1","MFR_VIN_MAX","N/A","Read Word","2","Preset","MFR_VIN_MAX","ReadWord","Linear11","TransportReady","Implemented","MFR_VIN_MAX","Vendor shadow","HostVisibleShadowOrPlaceholder","HostVisibleOnly","Mirrors VIN OV fault limit placeholder. TODO: bind to SKU rating"
"0xA2","MFR_IIN_MAX","N/A","Read Word","2","Preset","MFR_IIN_MAX","ReadWord","Linear11","TransportReady","Implemented","MFR_IIN_MAX","Vendor shadow","HostVisibleShadowOrPlaceholder","HostVisibleOnly","Mirrors IIN OC fault limit placeholder. TODO: bind to SKU rating"
"0xA3","MFR_PIN_MAX","N/A","Read Word","2","Preset","MFR_PIN_MAX","ReadWord","Linear11","TransportReady","Implemented","MFR_PIN_MAX","Vendor shadow","HostVisibleShadowOrPlaceholder","HostVisibleOnly","Mirrors PIN OP warn limit placeholder. TODO: bind to SKU rating"
"0xA4","MFR_VOUT_MIN","N/A","Read Word","2","Preset","MFR_VOUT_MIN","ReadWord","Linear16Vout","TransportReady","Implemented","MFR_VOUT_MIN","Vendor shadow","HostVisibleShadowOrPlaceholder","HostVisibleOnly","Mirrors VOUT_MIN shadow. TODO: bind to SKU rating"
"0xA5","MFR_VOUT_MAX","N/A","Read Word","2","Preset","MFR_VOUT_MAX","ReadWord","Linear16Vout","TransportReady","Implemented","MFR_VOUT_MAX","Vendor shadow","HostVisibleShadowOrPlaceholder","HostVisibleOnly","Mirrors VOUT_MAX shadow. TODO: bind to SKU rating"
"0xA6","MFR_IOUT_MAX","N/A","Read Word","2","Preset","MFR_IOUT_MAX","ReadWord","Linear11","TransportReady","Implemented","MFR_IOUT_MAX","Vendor shadow","HostVisibleShadowOrPlaceholder","HostVisibleOnly","Mirrors IOUT OC fault limit placeholder. TODO: bind to SKU rating"
"0xA7","MFR_POUT_MAX","N/A","Read Word","2","Preset","MFR_POUT_MAX","ReadWord","Linear11","TransportReady","Implemented","MFR_POUT_MAX","Vendor shadow","HostVisibleShadowOrPlaceholder","HostVisibleOnly","Mirrors POUT_MAX shadow. TODO: bind to SKU rating"
"0xA8","MFR_TAMBIENT_MAX","N/A","Read Word","2","Preset","MFR_TAMBIENT_MAX","ReadWord","Linear11","TransportReady","Implemented","MFR_TAMBIENT_MAX","Vendor shadow","HostVisibleShadowOrPlaceholder","HostVisibleOnly","Mirrors OT fault limit placeholder. TODO: bind to SKU rating"
"0xA9","MFR_TAMBIENT_MIN","N/A","Read Word","2","Preset","MFR_TAMBIENT_MIN","ReadWord","Linear11","TransportReady","Implemented","MFR_TAMBIENT_MIN","Vendor shadow","HostVisibleShadowOrPlaceholder","HostVisibleOnly","Mirrors UT fault limit placeholder. TODO: bind to SKU rating"
"0xAA","MFR_EFFICIENCY_LL","N/A","Block Read","14","Preset","MFR_EFFICIENCY_LL","BlockRead","RawBlock","TransportReady","Implemented","MFR_EFFICIENCY_LL","Vendor shadow","HostVisibleShadowOrPlaceholder","HostVisibleOnly","Fixed raw efficiency-table placeholder. TODO: bind to qualified efficiency table"
"0xAB","MFR_EFFICIENCY_HL","N/A","Block Read","14","Preset","MFR_EFFICIENCY_HL","BlockRead","RawBlock","TransportReady","Implemented","MFR_EFFICIENCY_HL","Vendor shadow","HostVisibleShadowOrPlaceholder","HostVisibleOnly","Fixed raw efficiency-table placeholder. TODO: bind to qualified efficiency table"
"0xAC","MFR_PIN_ACCURACY","N/A","Read Byte","1","Preset","MFR_PIN_ACCURACY","ReadByte","Percent0p1","TransportReady","Implemented","MFR_PIN_ACCURACY","Vendor shadow","HostVisibleShadowOrPlaceholder","HostVisibleOnly","Fixed 5.0% placeholder encoded as 0.1% units. TODO: bind to measurement accuracy spec"
"0xAD","IC_DEVICE_ID","N/A","Block Read","Variable","Preset","IC_DEVICE_ID","BlockRead","BlockAscii","TransportReady","Implemented","IC_DEVICE_ID","Vendor shadow","HostVisibleShadowOrPlaceholder","HostVisibleOnly","ASCII device-ID placeholder. TODO: bind to silicon/product identity"
"0xAE","IC_DEVICE_REV","N/A","Block Read","Variable","Preset","IC_DEVICE_REV","BlockRead","BlockAscii","TransportReady","Implemented","IC_DEVICE_REV","Vendor shadow","HostVisibleShadowOrPlaceholder","HostVisibleOnly","ASCII device-revision placeholder. TODO: bind to silicon/product revision"
"0xB0","USER_DATA_00","Block Write","Block Read","Variable","Preset","USER_DATA_00","BlockRead","RawBlock","TransportReady","Implemented","USER_DATA_00","Volatile M-CRPS USER_DATA block shadow","HostVisibleShadowOrPlaceholder","HostVisibleOnly","M-CRPS USER_DATA block. Volatile bounded shadow in reference firmware; TODO bind placeholder value to final M-CRPS product data source before production release."
"0xB1","USER_DATA_01","Block Write","Block Read","Variable","Preset","USER_DATA_01","BlockRead","RawBlock","TransportReady","Implemented","USER_DATA_01","Volatile M-CRPS USER_DATA block shadow","HostVisibleShadowOrPlaceholder","HostVisibleOnly","M-CRPS USER_DATA block. Volatile bounded shadow in reference firmware; TODO bind placeholder value to final M-CRPS product data source before production release."
"0xB2","USER_DATA_02","Block Write","Block Read","Variable","Preset","USER_DATA_02","BlockRead","RawBlock","TransportReady","Implemented","USER_DATA_02","Volatile M-CRPS USER_DATA block shadow","HostVisibleShadowOrPlaceholder","HostVisibleOnly","M-CRPS USER_DATA block. Volatile bounded shadow in reference firmware; TODO bind placeholder value to final M-CRPS product data source before production release."
"0xB3","MFR_EFFICIENCY_DATA","N/A","Block Read","Variable","Preset","MFR_EFFICIENCY_DATA","BlockRead","RawBlock","TransportReady","Implemented","MFR_EFFICIENCY_DATA","M-CRPS efficiency data placeholder","HostVisibleShadowOrPlaceholder","HostVisibleOnly","M-CRPS efficiency curve/data block. Reference firmware returns fixed placeholder bytes; TODO bind placeholder value to final M-CRPS product data source before production release."
"0xB4","USER_DATA_04","Block Write","Block Read","Variable","Preset","USER_DATA_04","BlockRead","RawBlock","TransportReady","Implemented","USER_DATA_04","Volatile M-CRPS USER_DATA block shadow","HostVisibleShadowOrPlaceholder","HostVisibleOnly","M-CRPS USER_DATA block. Volatile bounded shadow in reference firmware; TODO bind placeholder value to final M-CRPS product data source before production release."
"0xB5","USER_DATA_05","Block Write","Block Read","Variable","RangePreset","USER_DATA_05","BlockRead","RawBlock","TransportReady","Implemented","USER_DATA_05","Volatile CRPS USER_DATA block shadow","HostVisibleShadowOrPlaceholder","HostVisibleOnly","CRPS policy: volatile 16-byte USER_DATA block scratchpad, reset on power cycle; TODO bind to NVM/product owner if persistent user data is required."
"0xB6","USER_DATA_06","Block Write","Block Read","Variable","RangePreset","USER_DATA_06","BlockRead","RawBlock","TransportReady","Implemented","USER_DATA_06","Volatile CRPS USER_DATA block shadow","HostVisibleShadowOrPlaceholder","HostVisibleOnly","CRPS policy: volatile 16-byte USER_DATA block scratchpad, reset on power cycle; TODO bind to NVM/product owner if persistent user data is required."
"0xB7","USER_DATA_07","Block Write","Block Read","Variable","RangePreset","USER_DATA_07","BlockRead","RawBlock","TransportReady","Implemented","USER_DATA_07","Volatile CRPS USER_DATA block shadow","HostVisibleShadowOrPlaceholder","HostVisibleOnly","CRPS policy: volatile 16-byte USER_DATA block scratchpad, reset on power cycle; TODO bind to NVM/product owner if persistent user data is required."
"0xB8","USER_DATA_08","Block Write","Block Read","Variable","Preset","USER_DATA_08","BlockRead","RawBlock","TransportReady","Implemented","USER_DATA_08","Volatile M-CRPS USER_DATA block shadow","HostVisibleShadowOrPlaceholder","HostVisibleOnly","M-CRPS USER_DATA block. Volatile bounded shadow in reference firmware; TODO bind placeholder value to final M-CRPS product data source before production release."
"0xB9","USER_DATA_09","Block Write","Block Read","Variable","RangePreset","USER_DATA_09","BlockRead","RawBlock","TransportReady","Implemented","USER_DATA_09","Volatile CRPS USER_DATA block shadow","HostVisibleShadowOrPlaceholder","HostVisibleOnly","CRPS policy: volatile 16-byte USER_DATA block scratchpad, reset on power cycle; TODO bind to NVM/product owner if persistent user data is required."
"0xBA","USER_DATA_10","Block Write","Block Read","Variable","RangePreset","USER_DATA_10","BlockRead","RawBlock","TransportReady","Implemented","USER_DATA_10","Volatile CRPS USER_DATA block shadow","HostVisibleShadowOrPlaceholder","HostVisibleOnly","CRPS policy: volatile 16-byte USER_DATA block scratchpad, reset on power cycle; TODO bind to NVM/product owner if persistent user data is required."
"0xBB","USER_DATA_11","Block Write","Block Read","Variable","RangePreset","USER_DATA_11","BlockRead","RawBlock","TransportReady","Implemented","USER_DATA_11","Volatile CRPS USER_DATA block shadow","HostVisibleShadowOrPlaceholder","HostVisibleOnly","CRPS policy: volatile 16-byte USER_DATA block scratchpad, reset on power cycle; TODO bind to NVM/product owner if persistent user data is required."
"0xBC","USER_DATA_12","Block Write","Block Read","Variable","RangePreset","USER_DATA_12","BlockRead","RawBlock","TransportReady","Implemented","USER_DATA_12","Volatile CRPS USER_DATA block shadow","HostVisibleShadowOrPlaceholder","HostVisibleOnly","CRPS policy: volatile 16-byte USER_DATA block scratchpad, reset on power cycle; TODO bind to NVM/product owner if persistent user data is required."
"0xBD","USER_DATA_13","Block Write","Block Read","Variable","RangePreset","USER_DATA_13","BlockRead","RawBlock","TransportReady","Implemented","USER_DATA_13","Volatile CRPS USER_DATA block shadow","HostVisibleShadowOrPlaceholder","HostVisibleOnly","CRPS policy: volatile 16-byte USER_DATA block scratchpad, reset on power cycle; TODO bind to NVM/product owner if persistent user data is required."
"0xBE","USER_DATA_14","Block Write","Block Read","Variable","RangePreset","USER_DATA_14","BlockRead","RawBlock","TransportReady","Implemented","USER_DATA_14","Volatile CRPS USER_DATA block shadow","HostVisibleShadowOrPlaceholder","HostVisibleOnly","CRPS policy: volatile 16-byte USER_DATA block scratchpad, reset on power cycle; TODO bind to NVM/product owner if persistent user data is required."
"0xBF","USER_DATA_15","Block Write","Block Read","Variable","RangePreset","USER_DATA_15","BlockRead","RawBlock","TransportReady","Implemented","USER_DATA_15","Volatile CRPS USER_DATA block shadow","HostVisibleShadowOrPlaceholder","HostVisibleOnly","CRPS policy: volatile 16-byte USER_DATA block scratchpad, reset on power cycle; TODO bind to NVM/product owner if persistent user data is required."
"0xC0","MFR_MAX_TEMP_1","N/A","Read Word","2","Preset","MFR_MAX_TEMP_1","ReadWord","Linear11","TransportReady","Implemented","MFR_MAX_TEMP_1","M-CRPS ambient maximum temperature placeholder","HostVisibleShadowOrPlaceholder","HostVisibleOnly","M-CRPS ambient maximum temperature. Reference firmware returns fixed LINEAR11 value; TODO bind placeholder value to final M-CRPS product data source before production release."
"0xC1","MFR_MAX_TEMP_2","N/A","Read Word","2","Preset","MFR_MAX_TEMP_2","ReadWord","Linear11","TransportReady","Implemented","MFR_MAX_TEMP_2","M-CRPS hot-spot maximum temperature placeholder","HostVisibleShadowOrPlaceholder","HostVisibleOnly","M-CRPS hot-spot maximum temperature. Reference firmware returns fixed LINEAR11 value; TODO bind placeholder value to final M-CRPS product data source before production release."
"0xC2","MFR_MAX_TEMP_3","N/A","Read Word","2","Preset","MFR_MAX_TEMP_3","ReadWord","Linear11","TransportReady","Implemented","MFR_MAX_TEMP_3","M-CRPS maximum temperature 3 placeholder","HostVisibleShadowOrPlaceholder","HostVisibleOnly","M-CRPS maximum temperature 3. Reference firmware returns fixed LINEAR11 value; TODO bind placeholder value to final M-CRPS product data source before production release."
"0xC4","MFR_SPECIFIC_C4","Mfr Defined","Mfr Defined","Mfr Defined","RangePreset","MFR_SPECIFIC_C4","BlockRead","RawBlock","TransportReady","Implemented","MFR_SPECIFIC_C4","Volatile CRPS MFR_SPECIFIC block shadow","HostVisibleShadowOrPlaceholder","HostVisibleOnly","CRPS policy: unassigned MFR_SPECIFIC command uses volatile 16-byte block scratchpad; TODO assign owner/version/access before production-specific use."
"0xC5","MFR_SPECIFIC_C5","Mfr Defined","Mfr Defined","Mfr Defined","RangePreset","MFR_SPECIFIC_C5","BlockRead","RawBlock","TransportReady","Implemented","MFR_SPECIFIC_C5","Volatile CRPS MFR_SPECIFIC block shadow","HostVisibleShadowOrPlaceholder","HostVisibleOnly","CRPS policy: unassigned MFR_SPECIFIC command uses volatile 16-byte block scratchpad; TODO assign owner/version/access before production-specific use."
"0xC6","MFR_SPECIFIC_C6","Mfr Defined","Mfr Defined","Mfr Defined","RangePreset","MFR_SPECIFIC_C6","BlockRead","RawBlock","TransportReady","Implemented","MFR_SPECIFIC_C6","Volatile CRPS MFR_SPECIFIC block shadow","HostVisibleShadowOrPlaceholder","HostVisibleOnly","CRPS policy: unassigned MFR_SPECIFIC command uses volatile 16-byte block scratchpad; TODO assign owner/version/access before production-specific use."
"0xC7","MFR_SPECIFIC_C7","Mfr Defined","Mfr Defined","Mfr Defined","RangePreset","MFR_SPECIFIC_C7","BlockRead","RawBlock","TransportReady","Implemented","MFR_SPECIFIC_C7","Volatile CRPS MFR_SPECIFIC block shadow","HostVisibleShadowOrPlaceholder","HostVisibleOnly","CRPS policy: unassigned MFR_SPECIFIC command uses volatile 16-byte block scratchpad; TODO assign owner/version/access before production-specific use."
"0xC8","MFR_SPECIFIC_C8","Mfr Defined","Mfr Defined","Mfr Defined","RangePreset","MFR_SPECIFIC_C8","BlockRead","RawBlock","TransportReady","Implemented","MFR_SPECIFIC_C8","Volatile CRPS MFR_SPECIFIC block shadow","HostVisibleShadowOrPlaceholder","HostVisibleOnly","CRPS policy: unassigned MFR_SPECIFIC command uses volatile 16-byte block scratchpad; TODO assign owner/version/access before production-specific use."
"0xC9","MFR_SPECIFIC_C9","Mfr Defined","Mfr Defined","Mfr Defined","RangePreset","MFR_SPECIFIC_C9","BlockRead","RawBlock","TransportReady","Implemented","MFR_SPECIFIC_C9","Volatile CRPS MFR_SPECIFIC block shadow","HostVisibleShadowOrPlaceholder","HostVisibleOnly","CRPS policy: unassigned MFR_SPECIFIC command uses volatile 16-byte block scratchpad; TODO assign owner/version/access before production-specific use."
"0xCA","MFR_SPECIFIC_CA","Mfr Defined","Mfr Defined","Mfr Defined","RangePreset","MFR_SPECIFIC_CA","BlockRead","RawBlock","TransportReady","Implemented","MFR_SPECIFIC_CA","Volatile CRPS MFR_SPECIFIC block shadow","HostVisibleShadowOrPlaceholder","HostVisibleOnly","CRPS policy: unassigned MFR_SPECIFIC command uses volatile 16-byte block scratchpad; TODO assign owner/version/access before production-specific use."
"0xCB","MFR_SPECIFIC_CB","Mfr Defined","Mfr Defined","Mfr Defined","RangePreset","MFR_SPECIFIC_CB","BlockRead","RawBlock","TransportReady","Implemented","MFR_SPECIFIC_CB","Volatile CRPS MFR_SPECIFIC block shadow","HostVisibleShadowOrPlaceholder","HostVisibleOnly","CRPS policy: unassigned MFR_SPECIFIC command uses volatile 16-byte block scratchpad; TODO assign owner/version/access before production-specific use."
"0xCC","MFR_SPECIFIC_CC","Mfr Defined","Mfr Defined","Mfr Defined","RangePreset","MFR_SPECIFIC_CC","BlockRead","RawBlock","TransportReady","Implemented","MFR_SPECIFIC_CC","Volatile CRPS MFR_SPECIFIC block shadow","HostVisibleShadowOrPlaceholder","HostVisibleOnly","CRPS policy: unassigned MFR_SPECIFIC command uses volatile 16-byte block scratchpad; TODO assign owner/version/access before production-specific use."
"0xCD","MFR_SPECIFIC_CD","Mfr Defined","Mfr Defined","Mfr Defined","RangePreset","MFR_SPECIFIC_CD","BlockRead","RawBlock","TransportReady","Implemented","MFR_SPECIFIC_CD","Volatile CRPS MFR_SPECIFIC block shadow","HostVisibleShadowOrPlaceholder","HostVisibleOnly","CRPS policy: unassigned MFR_SPECIFIC command uses volatile 16-byte block scratchpad; TODO assign owner/version/access before production-specific use."
"0xCE","MFR_SPECIFIC_CE","Mfr Defined","Mfr Defined","Mfr Defined","RangePreset","MFR_SPECIFIC_CE","BlockRead","RawBlock","TransportReady","Implemented","MFR_SPECIFIC_CE","Volatile CRPS MFR_SPECIFIC block shadow","HostVisibleShadowOrPlaceholder","HostVisibleOnly","CRPS policy: unassigned MFR_SPECIFIC command uses volatile 16-byte block scratchpad; TODO assign owner/version/access before production-specific use."
"0xCF","MFR_SPECIFIC_CF","Mfr Defined","Mfr Defined","Mfr Defined","RangePreset","MFR_SPECIFIC_CF","BlockRead","RawBlock","TransportReady","Implemented","MFR_SPECIFIC_CF","Volatile CRPS MFR_SPECIFIC block shadow","HostVisibleShadowOrPlaceholder","HostVisibleOnly","CRPS policy: unassigned MFR_SPECIFIC command uses volatile 16-byte block scratchpad; TODO assign owner/version/access before production-specific use."
"0xD0","MFR_COLD_REDUNDANCY_CONFIG","Write Byte","Read Byte","1","Preset","MFR_COLD_REDUNDANCY_CONFIG","ReadByte","RawByte","TransportReady","Implemented","MFR_COLD_REDUNDANCY_CONFIG","M-CRPS cold redundancy config byte shadow","HostVisibleShadowOrPlaceholder","Documented","Volatile config byte in reference firmware; TODO bind placeholder value to final M-CRPS product data source before production release."
"0xD1","MFR_READ_CONFIG_FILE_SIZE","N/A","Block Read","Variable","Preset","MFR_READ_CONFIG_FILE_SIZE","BlockRead","RawBlock","TransportReady","Implemented","MFR_READ_CONFIG_FILE_SIZE","M-CRPS config-file-size block placeholder","HostVisibleShadowOrPlaceholder","HostVisibleOnly","Reference firmware returns fixed config-file-size metadata; TODO bind placeholder value to final M-CRPS product data source before production release."
"0xD2","MFR_READ_CONFIG_BLOCK_SIZE","N/A","Read Word","2","Preset","MFR_READ_CONFIG_BLOCK_SIZE","ReadWord","RawWord","TransportReady","Implemented","MFR_READ_CONFIG_BLOCK_SIZE","M-CRPS config block size word placeholder","HostVisibleShadowOrPlaceholder","HostVisibleOnly","Reference firmware returns fixed config block size; TODO bind placeholder value to final M-CRPS product data source before production release."
"0xD3","MFR_READ_CONFIG_FILE","Block Write-Read Process Call","N/A","Variable","Preset","MFR_READ_CONFIG_FILE","BlockWriteReadProcessCall","RawBlock","TransportReady","Implemented","MFR_READ_CONFIG_FILE","M-CRPS config file read placeholder","HostVisibleShadowOrPlaceholder","HostVisibleOnly","Write block-read block process call. Reference firmware returns bounded placeholder file data; TODO bind placeholder value to final M-CRPS product data source before production release."
